,Unnamed: 0,text,star,original,cluster,action_cluster
7061,7061,"['keep', 'volume', 'normal', 'clear', 'sound', 'could', 'better']",3,"I have to keep volume at 75 for normal clear sound
Could have been more better",0,3
7062,7062,"['value', 'money', 'bezel', 'less', 'display']",3,Value for money But not Bezel less display,0,3
7063,7063,"['sound', 'quality', 'good']",3,Sound quality is not that good,0,3
7064,7064,"['technical', 'assistance', 'installation', 'receive', 'amazon']",3,Technical assistance for Installation did not received from Amazon.,0,1
7065,7065,"['average', 'performance']",3,Average performance,0,3
7066,7066,"['play', 'video', 'display', 'problem', 'two', 'problem', 'face', 'resolve', 'lg', 'amazon', 'person', 'check', 'two', 'time', 'resolve', 'problem']",3,"Play Video
Display problem two problems faced not resolved lg and Amazon person check two times but not resolve problem",0,1
7067,7067,"['buy', 'product', 'google', 'tv', 'smart', 'tv', 'application', 'work', 'like', 'youtube', 'jiocenima', 'hotstar', 'netflix', 'tv', 'play', 'stor', 'install', 'many', 'apps', 'game', 'stuffsplease', 'waste', 'money', 'tv', 'move', 'like', 'vu', 'mi', 'tcl', 'acer', 'etc', 'much', 'good', 'cheap', 'please', 'waste', 'money', 'lg', 'tv']",1,"Do not buy this product because this is not a Google tv this is smart tv their is only few applications is working like YouTube, jio-cenima, hotstar and Netflix. In this TV do not have play stor where you can install many apps, game and other stuffs..please don't waste your money in this TV move other like VU, MI, TCL, Acer and etc. because they much better and cheaper... please don't waste money in LG TV",0,3
7068,7068,"['buy', 'waste', 'product']",1,Dont buy this waste product,0,4
7069,7069,"['package', 'deliver', 'time', 'installation', 'service', 'lg', 'bad', 'one', 'frustrated', 'time', 'tv', 'get', 'instal', 'call', 'inform', 'available', 'particular', 'time', 'respond', 'eod', 'continue', 'many', 'day', 'still', 'issue', 'solve']",1,Package was delivered on time but the installation service from LG is too worst. One will be so frustrated by the time ur tv gets installed. They call u and inform u to be available at particular time but they wont respond until EOD. Same continues for so many days and still ur issue wont be solved.,0,2
7070,7070,"['buy', 'go', 'many', 'review', 'unfortunately', 'surprisingly', 'result', 'totally', 'adverse', 'see', 'various', 'issue', 'lg', 'tv', 'list', 'voice', 'lip', 'mismatch', 'throughout', 'lag', 'load', 'video', 'fast', 'internet', 'speed', 'picture', 'colour', 'quality', 'extremely', 'low', 'bad', 'cheap', 'local', 'brand', 'tv', 'regret', 'decision', 'return', 'within', 'return', 'period', 'month', 'opt', 'return']",1,"Bought it after going through many reviews. But unfortunately, and surprisingly the results are totally adverse.
I see various issues in this LG 55’’ TV. Listing out few below
1. The voice and lip mismatch throughout
2. Lag in loading the videos with the fast internet 5G speed
3. Picture colour quality is extremely low, worst than any cheap local brand TVs

I regret my decision not to return it within the return period. It’s been 1.1 month , so cannot opt or return.",0,4
7071,7071,"['tv', 'fine', 'per', 'budget', 'lot', 'shortcoming', 'picture', 'quality', 'fine', 'sound', 'quality', 'absolutely', 'normal', 'spending', 'little', 'money', 'buy', 'sony', 'bravia', 'best', 'budget', 'otherwise', 'stick', 'model']",2,"The TV is fine as per the budget but there are a lot of shortcomings. Picture quality is fine, sound quality is absolutely normal, by spending a little more money you can buy Sony Bravia. It is best if the budget is up to Rs 40, otherwise stick with this model.",0,3
7072,7072,"['get', 'tv', 'dawntech', 'electronics', 'private', 'limit', 'dasara', 'sale', 'get', 'deliver', 'oct', 'since', 'dth', 'channel', 'full', 'screen', 'could', 'notice', 'black', 'wavy', 'curve', 'youtube', 'videos', 'full', 'screen', 'find', 'also', 'edge', 'tv', 'rigid', 'press', 'panel', 'keep', 'move', 'inside', 'tv', 'edge', 'improperly', 'fix', 'noticed', 'quickly', 'raise', 'complaint', 'surprisingly', 'speak', 'customer', 'care', 'guy', 'find', 'request', 'panel', 'replacement', 'raise', 'look', 'piece', 'piece', 'replacement', 'hardly', 'month', 'product', 'self', 'defective', 'frankly', 'would', 'say', 'receive', 'defective', 'product']",1,"I got this tv from DAWNTECH ELECTRONICS PRIVATE LIMITED during dasara sale 2023 which got delivered on Oct 17, since most of the DTH channels are not full screen , I couldn't notice the black wavy curves. but a few YouTube videos are full screen and found it. And also the edges of the tv are not rigid when I press the panel keeps moving inside as if the tv edges are improperly fixed.
I noticed it and quickly raised a complaint.

Surprisingly I spoke with the customer care guys and found out that a request for panel replacement has been raised. I was looking for a piece to piece replacement as it's been hardly 1.5 month and the product it self is defective. Frankly I would say I received a defective product.",0,2
7073,7073,"['read', 'entirely', 'product', 'review', 'let', 'guide', 'entire', 'process', 'agony', 'order', 'item', 'cost', 'offer', 'cost', 'emi', 'item', 'deliver', 'delivery', 'prompt', 'inform', 'technician', 'lg', 'call', 'installation', 'since', 'one', 'call', 'call', 'back', 'lg', 'contact', 'info', 'provide', 'amazon', 'app', 'book', 'installation', 'request', 'personnel', 'lg', 'come', 'checked', 'item', 'simply', 'connect', 'power', 'find', 'defective', 'screen', 'switch', 'tried', 'returnreplace', 'item', 'available', 'option', 'book', 'technician', 'book', 'technician', 'near', 'date', 'available', 'also', 'call', 'customer', 'care', 'request', 'replacement', 'advise', 'wait', 'technician', 'check', 'technician', 'complete', 'service', 'even', 'th', 'remind', 'customer', 'care', 'hour', 'standard', 'wait', 'period', 'reason', 'response', 'amazon', 'regard', 'returnreplace', 'contact', 'customer', 'care', 'customer', 'agent', 'concur', 'technician', 'also', 'agree', 'item', 'defective', 'say', 'return', 'possible', 'item', 'initiate', 'return', 'within', 'hour', 'someone', 'come', 'pick', 'nothing', 'sort', 'update', 'app', 'waited', 'hour', 'one', 'call', 'come', 'contact', 'customer', 'care', 'agent', 'tell', 'return', 'initiate', 'point', 'fed', 'blatantly', 'lie', 'customer', 'record', 'call', 'new', 'agent', 'initiate', 'return', 'schedule', 'pick', 'could', 'happen', 'th', 'available', 'home', 'call', 'customer', 'care', 'agent', 'reschedule', 'pick', 'receive', 'call', 'pick', 'agent', 'arrive', 'mins', 'pick', 'tv', 'arrive', 'check', 'everything', 'go', 'item', 'note', 'completion', 'pickup', 'update', 'app', 'specifically', 'ask', 'update', 'raise', 'issue', 'customer', 'care', 'tell', 'update', 'within', 'hr', 'pm', 'even', 'pickup', 'guy', 'call', 'state', 'serial', 'match', 'complete', 'return', 'check', 'everything', 'pick', 'say', 'detail', 'match', 'naturally', 'furious', 'deny', 'accept', 'back', 'pick', 'guy', 'start', 'threaten', 'take', 'back', 'get', 'refund', 'today', 'morning', 'redelivered', 'item', 'take', 'photo', 'usual', 'procedure', 'go', 'also', 'clearly', 'explain', 'return', 'fail', 'say', 'act', 'per', 'supervisor', 'order', 'call', 'customer', 'care', 'inform', 'issue', 'agent', 'crosschecked', 'serial', 'say', 'detail', 'match', 'mistake', 'part', 'delivery', 'agent', 'pick', 'schedule', 'tomorrow', 'god', 'know', 'many', 'hurdle', 'cross', 'get', 'genuine', 'refund', 'advice', 'whoever', 'read', 'amazon', 'good', 'platform', 'purchase', 'product', 'long', 'work', 'end', 'receive', 'defective', 'piece', 'definitely', 'lose', 'peace', 'mind', 'conduct']",1,"For those who are reading this.. this not entirely a product review. Let me guide you through the entire process of my agony.
I ordered this item on 8/10/23 and it cost me 23,262.05/- (after offers on no cost EMI). The item was delivered on 13/10/2023. The delivery was prompt and they informed us that technician from LG will call us for installation. Since no one called, so I called back to LG from the contact info provided in Amazon app and booked an installation request on 14/10/2023. The personnel from LG came on 15/10/2023 and when he checked the item (by simply connecting it to power), it was found to be defective because the screen was not switching ON. I tried to return/replace the item on 15/10/23 itself. But only available option was to book a technician. So, I booked a technician (for 17/10/2023, because that was the nearest date available) and I also called customer care to request replacement and they advised me to wait for technician to check. Technician completed the service by evening of 17th (after again reminding through customer care). After 48 hours (which is the standard waiting period for some reason!!!) there was no response from Amazon regarding return/replace. So, I contacted customer care on 19/10/2023. The customer agent concurred that the technician also agrees that the item is defective and said that only return was possible for that item and that he has initiated the return and that within 48 hours someone will come for pick up. But nothing of the sort was updated in the App. I again waited for 48 hours but no one called or came. Then I again contacted customer care on 21/10/2023, and the agent told me that no return has been initiated. At this point I was fed up. They have blatantly lied to a customer on a recorded call. Then this new agent initiated a return which was scheduled for 24/10/2023. The pick up could not happen on 24th because we were not available at home and I again had to call customer care. The agent rescheduled my pick up to 27/10/2023. Then on 25/10/2023 I received a call from pick up agent that he will arrive in 30mins for pick up of TV. He arrived, checked everything and went off with the item. It should be noted that completion of pick-up was not updated in the app which I specifically asked him to update. I raised the same issue with customer care and they told it will be updated within 24 hrs. Then at 3:00pm in the evening the pick-up guy called me stating that the serial no. was not matching and the he cannot complete return. He had checked everything before pick up and now they are saying that details are not matching. I was naturally furious. I denied to accept it back, but he (pick up guy) started threatening that if I don't take it back I will not get refund. Then today morning (26/10/2023) he re-delivered the item to me and took photos (the usual procedure) and went. He was also not clearly explaining why the return failed. All he is saying is that he is acting as per his supervisors orders. Then, I again called customer care informing them of this issue. The agent cross-checked the serial no. and said that all details are matching and that it is a mistake on the part of delivery agent. Now the pick up is scheduled for tomorrow (27/10/2023). Only God knows how many hurdles I have to cross to get my genuine refund. My only advice to whoever is reading this is, Amazon is a very good platform to purchase products as long as they are working. If you end up receiving a defective piece, you will definitely lose your peace of mind because of their conduct.",0,2
7074,7074,"['get', 'inch', 'tv', 'think', 'recieve', 'ip', 'panel', 'ala', 'get', 'va', 'panel', 'even', 'va', 'panel', 'black', 'good', 'upscaling', 'work', 'average', 'sd', 'channel', 'even', 'worth', 'watch', 'connectivity', 'good', 'wifi', 'ample', 'port', 'webos', 'feel', 'laggy', 'even', 'expect', 'lg', 'tv', 'absolutely', 'easy', 'use', 'get', 'sale', 'guess', 'consider', 'value', 'money', 'without', 'magic', 'remote', 'experience', 'ruin', 'purchase', 'magic', 'remote', 'consider', 'lg', 'support', 'excellent', 'least', 'bangalore', 'use', 'bedroom', 'least', 'sound', 'amaze', 'even', 'watt', 'speaker', 'genuinely', 'surprise', 'good', 'way', 'get', 'inch', 'tv', 'consider', 'else', 'suggest', 'get', 'another', 'tv', 'different', 'brand', 'wait', 'lg', 'ut', 'series', 'significantly', 'well', 'tested', 'offline', 'store']",3,"I got a 55 inch TV thinking I will recieve an IPS panel, but alas I got a VA panel .. and even with a VA panel, the BLACKS aren't that good . The upscaling works very avg , the SD channel aren't even worth watching.
Connectivity is good with wifi has ample ports
The webos feels laggy even in 2024 ..not what I expect from an LG tv .so absolutely not easy to use.
Got it in a sale ,so I guess you can consider it a value for money . But without magic remote , the experience ruins it . Had to purchase a magic remote. So consider 2k more. The LG support is excellent at least in bangalore .

I use it in the bedroom . And at least for the the sound is amazing even for a 20 watt speaker. I was genuinely surprised in a good way . So all in all of you are getting this 55 inch TV under 40k.. you can consider it . Else I suggest getting another tv from a different brand . Or you can wait it out for LG UT80 series as they are significantly better having tested it myself in an offline store .",0,3
7075,7075,"['tv', 'quality', 'excellent', 'installation', 'take', 'day', 'technician', 'schedule', 'amazon', 'give', 'different', 'excuse', 'complete', 'job', 'finally', 'call', 'lg', 'customer', 'care', 'directly', 'morning', 'send', 'someone', 'install', 'even', 'fix', 'wall', 'mount', 'free', 'bring', 'lg', 'technician']",3,"The TV quality is excellent, but the installation took 5 days. All the technicians (scheduled from Amazon) were giving different excuses and not completing the job. Finally, I called LG customer care directly in the morning, and they sent someone to install it by the evening. The fixed wall mount was free and was brought by the LG technician.",0,2
7076,7076,"['play', 'video', 'think', 'tv', 'good', 'entertainmentbut', 'deduct', 'two', 'star', 'follow', 'recieved', 'va', 'panel', 'try', 'check', 'panel', 'bleed', 'use', 'white', 'screen', 'uniformly', 'whitedo', 'know', 'issue', 'case', 'screen', 'bleedingluckily', 'lg', 'team', 'superb', 'wall', 'mount', 'free', 'provide', 'lg']",3,"Play Video
I think the tv is all good for entertainment.But I deducted two star for the following:
1) RECIEVED VA PANEL
2) When I tried checking panel for bleeding using white screen… it is not uniformly white(Don’t know if that’s an issue or not) but no case of screen bleeding..luckily.

**Lg team was superb and the WALL MOUNT is free provided by LG itself.",0,1
7077,7077,"['tv', 'best', 'old', 'model', 'slow', 'respond', 'big', 'thing', 'magical', 'remote', 'convenient', 'use', 'response', 'time', 'remote', 'tv', 'slow', 'compare', 'tv', 'like', 'reconnect', 'etc', 'lg', 'look', 'matter', 'rest', 'assure', 'good', 'one', 'home']",3,"While the TV was at its best, but its old model and the OS was slow to respond. And the big thing about this is magical remote, very convenient to use... but the response time of the remote to tv is very slow compared to other tvs like reconnect etc. LG should look into this matter. Rest assured it was good one for home.",0,3
7078,7078,"['good', 'picture', 'quality', 'laggy', 'interface', 'smooth', 'lg', 'tv']",3,"Very Good picture quality but laggy interface, not smooth as the other LG TVs",0,3
7079,7079,"['picture', 'quality', 'good', 'operating', 'system', 'webos', 'sluggish', 'time', 'magic', 'remote', 'big', 'disappointment', 'sound', 'ok', 'clear']",3,"Picture quality is good.
But the operating system that is webos is very sluggish at times.
No magic remote is big disappointment.
Sound is ok and clear",0,3
7080,7080,"['web', 'browser', 'access', 'card', 'home', 'slow', 'sometimes', 'take', 'seconds', 'tv', 'resolution', 'good', 'happy', 'still', 'performance', 'satisfy']",3,"Web browser, and accessing cards on home is too slow sometimes it takes more than 5seconds.

Tv resolutions is good. Happy but still performance not satisfied.",0,2
7081,7081,"['magic', 'remote', 'include', 'box']",3,Magic remote is not included the box,0,3
7082,7082,"['hello', 'today', 'buy', 'lg', 'tv', 'amazon', 'happy', 'thing', 'delivery', 'boy', 'demand', 'give', 'tip', 'rupee', 'give', 'rupee', 'feel', 'bad']",3,"Hello,
Today I bought my lg tv from Amazon. I happy with this. But the thing is delivery boy demanding me to give tip of 200 rupees. I have given 150 rupees. I feel very bad for this.",0,2
7083,7083,[],3,,0,5
7084,7084,"['happy', 'purchase', 'get', 'probably', 'ips', 'panel', 'view', 'angle', 'good', 'overall', 'picture', 'quality', 'also', 'quite', 'good', 'black', 'deep', 'ok', 'watch', 'tv', 'day', 'light', 'watch', 'black', 'room', 'black', 'top', 'bottomband', 'video', 'cover', 'full', 'screen', 'appear', 'quite', 'grey', 'big', 'issue', 'light', 'spot', 'bottom', 'picture', 'attach', 'play', 'full', 'black', 'video', 'check', 'screen', 'could', 'see', 'multiple', 'white', 'patch', 'throughout', 'screen', 'visible', 'black', 'play', 'though', 'sound', 'quality', 'quite', 'average', 'slightly', 'large', 'room', 'xft', 'play', 'volume', 'get', 'decent', 'sound', 'cinema', 'mode', 'sound', 'come', 'even', 'louder', 'treble', 'increase', 'bass', 'like', 'sound', 'mode', 'switch', 'back', 'standard', 'mode', 'also', 'notice', 'motion', 'blur', 'high', 'speed', 'video', 'normal', 'hand', 'wave', 'able', 'tinker', 'setting', 'improve', 'reduced', 'super', 'resolution', 'also', 'change', 'motion', 'setting', 'know', 'one', 'make', 'difference', 'tolerable', 'amazon', 'quick', 'response', 'brand', 'technician', 'visit', 'next', 'day', 'check', 'confirmed', 'panel', 'defect', 'say', 'get', 'tv', 'replace', 'day', 'go', 'file', 'report', 'say', 'issue', 'tv', 'keep', 'wait', 'tv', 'day', 'call', 'amazon', 'time', 'finally', 'agree', 'send', 'one', 'technician', 'day', 'end', 'patience', 'level', 'bugger', 'confirm', 'appointment', 'day', 'turn', 'scheduled', 'time', 'am', 'response', 'anyone', 'till', 'pm', 'finally', 'call', 'amazon', 'agree', 'take', 'back', 'product', 'refund', 'really', 'worried', 'stuck', 'defective', 'product', 'pay', 'relive', 'refund', 'get', 'thank', 'amazon', 'second', 'think', 'feel', 'even', 'get', 'good', 'quality', 'tv', 'worth', 'price', 'give', 'sound', 'quality', 'deep', 'black', 'hence', 'opt', 'refund', 'instead', 'exchange', 'plus', 'feel', 'point', 'pay', 'extra', 'brand', 'since', 'service', 'pathetic']",2,"Not happy with the purchase. What I got was probably an ips panel, because the viewing angles were good. Overall picture quality was also quite good.

But the blacks were not that deep. It's OK when you watch TV during the day or with lights on. But if you watch by blacking out the room, the blacks (at the top and bottom.band, if the video doesn't cover full screen) were appearing quite grey.

But the bigger issue was that there were light spots at the bottom. (Pictures attached). So I then played a full black video to check the screen and I could see multiple white patches throughout the screen. It's visible only when black plays though.

The sound quality was quite average. I have a slightly large room (15x20ft) and I had to play in 100% volume to get decent sound. There is cinema mode, in which sound comes even louder. But only the treble increases, not the bass, so I didn't like how it sounded in that mode. And switched back to standard mode at 100%.

I also noticed some motion blur. Not in some high speed video, but normal hand waving. But I was able to tinker with some settings and it improved. I reduced super resolution and also changed motion settings. I dont know which one made the difference, but it was tolerable after that.

Amazon was quick in their response and the brand technician visited the next day to check. He confirmed this is a panel defect, said that he will get the tv replaced in 2-3 days. But he went and filed a report saying that there is no issue with the TV. I kept waiting for the TV for 3-4 days. Then had to call amazon 2-3 times and finally they agreed to send one more technician. 10 days over, and now I was at the end of my patience level. These buggers confirmed appointment after 2 days and didnt turn up at the scheduled time of 10am. There was no response from anyone till 6pm, and finally after a few more calls, amazon agreed to take back the product and refund me. I was really worried if I will be stuck with a defective product after paying 66k. But relived that they are refunding it. Gotta thank amazon for that.

On second thought, i feel even if I get good quality of same TV, its not worth the price, given the sound quality and not so deep blacks. Hence opted for refund instead of exchange. Plus I feel there was no point in paying extra for a ""brand"" since their service was pathetic.",0,1
7085,7085,"['display', 'fine', 'webos', 'worst', 'apps', 'keep', 'hang', 'launch', 'sometimes', 'installation', 'take', 'longer', 'expect', 'late', 'version', 'web', 'take', 'time', 'update', 'first', 'time', 'tv', 'little', 'heavy', 'side', 'segment', 'sound', 'effect', 'ok', 'remote', 'key', 'buttery', 'smooth']",3,"1. Display is fine
2. WebOS is worst as the apps keep hanging or don’t launch sometimes
3. Installation took longer than expected as the latest version of web os takes time to update first time
4. TV is a little on the heavier side for this segment
5. Sound effects are ok
6. Remote keys are not buttery smooth",0,3
7086,7086,"['picture', 'quality', 'upto', 'mark', 'little', 'upset']",3,Picture quality not upto the mark. Little upset,0,3
7087,7087,"['cheap', 'picture', 'quality', 'segment', 'buy']",3,Very cheap picture quality of this segment don't buy,0,3
7088,7088,"['get', 'low', 'audio', 'voice']",3,Got low audio voice,0,5
7089,7089,"['tv', 'picture', 'good', 'sound', 'goodbut', 'respondsslow', 'remote', 'good', 'quality']",3,"TV picture is good, sound is good.But responds.slow and remote is not with good quality",0,3
7090,7090,"['like', 'tv', 'remote', 'cheap', 'voice', 'assistant', 'button', 'build', 'alexa', 'voice', 'assistant', 'button', 'remote']",3,I like TV but remote is very cheap. It does not have voice assistant button . It have built in Alexa but there is no voice assistant button in remote.,0,5
7091,7091,"['picture', 'quality', 'sound', 'great', 'lgs', 'insistence', 'webos', 'significantly', 'disappoint', 'store', 'good', 'selection', 'apps', 'sideloading', 'android', 'apps', 'possible', 'webos', 'ux', 'leave', 'lot', 'desire', 'basically', 'limit', 'tv', 'capable', 'today', 'google', 'apple', 'tv', 'force', 'user', 'add', 'additional', 'device', 'compensate', 'lack', 'feature', 'force', 'limited', 'webos', 'ridiculous', 'limit', 'development', 'roadmap', 'please', 'improve', 'lg']",3,"While the picture quality and sound is great.
Lg's insistence on webOS is significantly disappointing.

Their store does not have a good selection of apps. Sideloading Android apps isnt possible and webOS UX leaves a lot to be desired.

Basically this limits what your tv is capable of today with Google or Apple Tv. This forces users to add on an additional device to compensate for the lack of features which is force limited by webOS and its ridiculous limited development roadmap.

Please improve this LG.",0,3
7092,7092,"['amazon', 'deliver', 'item', 'within', 'mention', 'timeline', 'inform', 'installation', 'person', 'installation', 'delivery', 'wait', 'hrs', 'installation', 'one', 'contact', 'hr', 'call', 'lg', 'service', 'book', 'installation', 'time', 'contact', 'lg', 'call', 'whatsapp', 'hr', 'totally', 'day', 'person', 'contact', 'installation', 'amanon', 'mention', 'installation', 'process', 'check', 'flipkart', 'product', 'mention', 'information', 'clearly', 'service', 'center', 'contact', 'one', 'person', 'number', 'contact', 'person', 'say', 'cover', 'area', 'ask', 'contact', 'another', 'one', 'person', 'still', 'second', 'person', 'never', 'answer', 'call', 'even', 'call', 'time', 'good', 'thing', 'get', 'communication', 'installation', 'person', 'complete', 'entire', 'process', 'within', 'one', 'hour', 'politeness', 'needness', 'star', 'otherwise', 'zero', 'star', 'bad', 'service', 'experience', 'ever', 'recently', 'purchase', 'samsung', 'tv', 'contact', 'installation', 'within', 'single', 'day', 'satisfy', 'issue', 'due', 'amazon', 'due', 'lg', 'inform', 'lg', 'service', 'team', 'process', 'seem', 'amazon', 'wrong', 'anyway', 'prepare', 'flipkart', 'major', 'purchase', 'like', 'mobile', 'laptop', 'many', 'thing', 'first', 'time', 'go', 'amazon', 'bad', 'experience']",3,"amazon delivered this item within the mentioned timeline but they did not inform the installation person about the installation.

After delivery we waited 48 hrs for installation and no one contacted us. After 48 hrs I called LG services and booked installation but after 4-5 times contacted to LG by call and WhatsApp and after 48 hrs (totally after 5 days) only person was contacted for installation. Amanon did not mention this installation process while checking in flipkart same product they have mentioned this information clearly.

During these service center contacts, they had one person's number to contact but that person said I was not covering that area and asked me to contact another one person. Still, that second person never answered the call even calling more than 10 times.

The only good thing is after getting communication from that installation person he completed that entire process within one hour with politeness and needness. for him only this 3 star otherwise zero star only.

Worst service experience ever, recently purchased a Samsung TV and they contacted me and did installation within a single day very satisfying. This issue should be due to the amazon not due to LG. They should inform the LG service team about this process seems amazon not did this if i am not wrong.

Anyway i prepare Flipkart only for all the major purchases like mobile, laptops so many things but very first time went to amazon but very bad experience",0,2
7094,7094,"['write', 'review', 'day', 'usage', 'lead', 'display', 'much', 'good', 'sound', 'also', 'good', 'look', 'tv', 'brand', 'budget', 'take', 'oled', 'deducted', 'star', 'need', 'provide', 'good', 'speaker', 'display', 'purchased', 'tv', 'discount', 'credit', 'card', 'include', 'charge', 'well', 'go', 'another', 'product']",3,"I am writing this review after 2 days of usage. LED Display is not much good, and sound also not good. If you are looking for a TV for brand and budget take OLED. Deducted 1 star for. They need to provide more better speakers and display. I purchased this tv 28k after discount on credit card including charges. Better to go another product.",0,3
7095,7095,"['bhai', 'prime', 'day', 'ka', 'liya', 'hai', 'saste', 'ke', 'chakkar', 'magic', 'remote', 'wala', 'nahi', 'liya', 'aur', 'ab', 'bahot', 'pachta', 'raha', 'hu', 'bina', 'voice', 'remote', 'ke', 'smart', 'tv', 'bekar', 'hai', 'picture', 'quality', 'normal', 'hi', 'lagi', 'panel', 'shayad', 'va', 'aa', 'gaya', 'hai', 'aur', 'dark', 'scene', 'ko', 'aur', 'jyada', 'dark', 'dikha', 'raha', 'hai', 'awaj', 'theek', 'hi', 'hai', 'par', 'movie', 'action', 'ka', 'sound', 'jyada', 'aata', 'hai', 'aur', 'character', 'ka', 'bahot', 'kam', 'app', 'jo', 'pre', 'instal', 'hai', 'ba', 'wo', 'hi', 'dekho', 'iske', 'lg', 'store', 'faltu', 'ke', 'app', 'hai', 'kaam', 'ka', 'koi', 'nahi', 'upar', 'se', 'saala', 'wifi', 'auto', 'sign', 'nahi', 'ho', 'raha', 'har', 'baar', 'connect', 'karo', 'phir', 'password', 'dalo', 'bhai', 'meri', 'mano', 'isko', 'rehn', 'lg', 'samsung', 'ka', 'tab', 'hi', 'lena', 'jab', 'hajar', 'ho', 'base', 'variant', 'kuch', 'nahi', 'rakha', 'android', 'tv', 'lo', 'apne', 'budget', 'ke', 'hisab', 'se', 'ja', 'raha', 'hu', 'kal', 'isme', 'dh', 'lagwane']",2,"Bhai prime day me 25000 ka liya hai, saste ke chakkar me magic remote wala nahi liya aur ab bahot pachta raha hu, Bina voice remote ke smart tv bekar hai, picture quality to normal hi lagi, panel shayad va aa gaya hai aur dark scenes ko aur jyada dark dikha Raha hai, awaj theek hi hai par movies me action ka sound jyada aata hai aur characters ka bahot kam, app jo pre installed hai bas wo hi dekho , iske lg store me faltu ke app hai kaam ka koi nahi, upar se saala wifi auto sign nahi ho raha , har baar connect Karo phir password dalo, bhai meri mano to isko rehn do, lg samsung ka tab hi Lena jab 60-70 hajar ho , in base variant me kuch nahi rakha, Android TV lo apne budget ke hisab se , ja Raha hu kal isme d2h lagwane.",0,6
7096,7096,"['product', 'good', 'price', 'delivery', 'timely', 'however', 'installation', 'provide', 'time', 'delivery', 'promise', 'even', 'day', 'delivery', 'contact', 'amazon', 'support', 'several', 'time', 'usethey', 'could', 'help', 'get', 'instal', 'locally']",2,"Product is good at that price. Delivery was timely. However no installation was provided at the time of delivery as promised or even 5 days after the delivery. Contacted Amazon support several times but was of no use,they could not help about it. We had to get it installed locally.",0,2
7097,7097,"['tv', 'good', 'remote', 'access', 'slow', 'go', 'magik', 'remote']",3,Tv is good remote access is slow go for Magik remote,0,3
7098,7098,"['select', 'settop', 'box', 'provider', 'list', 'screen', 'show', 'view', 'option', 'default', 'provider', 'names', 'list', 'like', 'airtel', 'den', 'tv', 'hathway', 'user', 'unable', 'see', 'view', 'option', 'enable', 'lg', 'ai', 'tv']",3,"While selecting settop box provider list screen not showing ""view all"" options only default provider names are listed like airtel den tv hathway. So user unable to see view all options enabled for LG AI TV",0,3
7099,7099,"['web', 'slow', 'unable', 'launch', 'apps', 'quickly', 'take', 'time', 'launch', 'even', 'hotstar', 'zee', 'etc', 'happy', 'lg', 'web', 'tv']",2,"Web OS is very very slow . Unable to launch apps quickly. Taking more time to launch it. Even it is for Hotstar, Zee5, other etc. Am not happy with LG Web OS TVs",0,2
7100,7100,"['good', 'expect', 'lg', 'whitish', 'color', 'content', 'setting', 'change', 'secondary', 'tv', 'disappoint', 'product', 'look', 'lg', 'product', 'one', 'miss']",2,"Not as good as I expect from LG. There is a whitish color on all content and no settings can change it. This is my secondary Tv and I am very disappointed in this product. Look for other lg products, this one is a miss",0,3
7101,7101,"['display', 'great', 'full', 'mark', 'lg', 'however', 'sound', 'mediocre', 'nd', 'lg', 'must', 'say', 'previous', 'one', 'audio', 'great', 'clean', 'crisp', 'melodic', 'one', 'opposite', 'soundstage', 'clean', 'audio', 'much', 'distortion', 'mids', 'clean', 'much', 'overpowering', 'low', 'create', 'distortion', 'high', 'bluetooth', 'patchy', 'signal', 'intermittently', 'drop', 'even', 'within', 'los', 'range', 'ai', 'sound', 'mode', 'make', 'bad', 'regret', 'buying', 'sound']",3,"The display is great. Full marks to LG there. However, the sound is just mediocre. This is my 2nd LG 43"" & must say that my previous one's audio is just great. Clean crisp & melodic. This one is just the opposite. The soundstage is not clean. The audio has too much of distortion. The mids are not clean. Too much overpowering lows creating distortion for the highs.
Bluetooth is patchy: signal intermittently drops even within 10m LoS range.
AI sound mode makes it worse.
I regret buying this because of the sound.",0,3
7102,7102,"['start', 'good', 'part', 'panel', 'bright', 'picture', 'quality', 'greatclear', 'audio', 'perfect', 'room', 'keep', 'brightness', 'else', 'get', 'bright', 'vibrant', 'mode', 'tooo', 'vibrant', 'use', 'standardfilm', 'mode', 'color', 'look', 'natural', 'audio', 'loud', 'enough', 'usually', 'use', 'reality', 'show', 'love', 'clear', 'voice', 'mode', 'reduces', 'background', 'sound', 'clarifies', 'dialogue', 'software', 'suck', 'support', 'discovery', 'even', 'though', 'previous', 'year', 'model', 'uq', 'series', 'apps', 'bug', 'guess', 'prioritize', 'fix', 'android', 'webos', 'since', 'user', 'reviewer', 'online', 'show', 'snappy', 'fast', 'load', 'show', 'much', 'apps', 'lag', 'animation', 'firetv', 'stick', 'compare', 'webos']",3,"I'll start with the good parts. Panel is bright, picture quality is great(clear), audio is perfect for us. We have a 14'x14' room and we have to keep the brightness at 60% else it gets too bright. Vibrant mode is tooo vibrant. We use the standard/film mode so that colors look natural. Audio is loud enough for us. We usually use about 30% for reality shows. I love the clear voice mode which reduces background sound and clarifies dialogues.

Now the software. It sucks. Does not support discovery+ even though previous year model (UQ series) did. Apps have bugs and I guess they prioritize fixing them for android over webOS since it has more users. All reviewers online show how snappy the os is and how fast it loads. But what they don't show is how much the apps lag in animations. I have a firetv stick to compare webOS against.",0,3
